"report_number","date_reported","date_of_occurrence","time_of_occurrence","city","crime_code","crime_description","victim_age","victim_gender","weapon_used","crime_domain","police_deployed","case_closed","date_case_closed","year_of_occurrence"
34538,2023-12-12 05:00:00,2023-10-12 01:00:00,"09:59:00","Surat",554,"FRAUD",74,"M","Blunt Object","Other Crime",13,"Yes",2024-01-08 05:00:00,"2023"
34539,2023-12-11 03:00:00,2023-10-12 02:00:00,"14:50:00","Bangalore",255,"VANDALISM",43,"F","Knife","Other Crime",10,"Yes",2024-02-02 03:00:00,"2023"
34540,2023-12-10 14:00:00,2023-10-12 03:00:00,"13:21:00","Vasai",301,"VEHICLE - STOLEN",63,"F","Other","Violent Crime",4,"No",NA,"2023"
34541,2023-12-13 01:00:00,2023-10-12 04:00:00,"23:03:00","Jaipur",128,"KIDNAPPING",75,"M","None","Other Crime",19,"Yes",2024-01-25 01:00:00,"2023"
34542,2023-12-12 09:00:00,2023-10-12 05:00:00,"02:19:00","Surat",347,"DRUG OFFENSE",27,"F","Knife","Other Crime",13,"Yes",2024-02-20 09:00:00,"2023"
34543,2023-12-10 20:00:00,2023-10-12 06:00:00,"02:36:00","Mumbai",210,"HOMICIDE",60,"M","Blunt Object","Other Crime",3,"Yes",2025-05-08 20:00:00,"2023"
34544,2023-12-11 20:00:00,2023-10-12 07:00:00,"08:32:00","Visakhapatnam",209,"ASSAULT",70,"F","Blunt Object","Violent Crime",3,"No",NA,"2023"
34545,2023-12-13,2023-10-12 08:00:00,"03:57:00","Surat",307,"BURGLARY",37,"M","Other","Other Crime",4,"No",NA,"2023"
34546,2023-12-11 09:00:00,2023-10-12 09:00:00,"00:45:00","Jaipur",415,"KIDNAPPING",74,"F","Blunt Object","Other Crime",3,"No",NA,"2023"
34547,2023-12-11 22:00:00,2023-10-12 10:00:00,"06:19:00","Hyderabad",127,"COUNTERFEITING",66,"M","Knife","Other Crime",16,"No",NA,"2023"
34548,2023-12-12 05:00:00,2023-10-12 11:00:00,"11:33:00","Bangalore",294,"SEXUAL ASSAULT",56,"F","Blunt Object","Violent Crime",4,"Yes",2024-09-10 05:00:00,"2023"
34549,2023-12-12 11:00:00,2023-10-12 12:00:00,"01:44:00","Faridabad",377,"ASSAULT",48,"M","None","Violent Crime",12,"Yes",2024-03-01 11:00:00,"2023"
34550,2023-12-12 15:00:00,2023-10-12 13:00:00,"03:32:00","Delhi",413,"IDENTITY THEFT",41,"F","Firearm","Violent Crime",4,"Yes",2024-02-22 15:00:00,"2023"
34551,2023-12-10 22:00:00,2023-10-12 14:00:00,"10:18:00","Bhopal",445,"KIDNAPPING",17,"M","Firearm","Other Crime",9,"No",NA,"2023"
34552,2023-12-12 15:00:00,2023-10-12 15:00:00,"08:59:00","Visakhapatnam",184,"DRUG OFFENSE",46,"F","Blunt Object","Other Crime",7,"No",NA,"2023"
34553,2023-12-13 03:00:00,2023-10-12 16:00:00,"01:39:00","Delhi",500,"TRAFFIC VIOLATION",43,"F","Blunt Object","Traffic Fatality",7,"Yes",2023-12-20 03:00:00,"2023"
34554,2023-12-13 15:00:00,2023-10-12 17:00:00,"12:55:00","Mumbai",337,"PUBLIC INTOXICATION",41,"M","Firearm","Other Crime",12,"Yes",2023-12-30 15:00:00,"2023"
34555,2023-12-11 04:00:00,2023-10-12 18:00:00,"22:12:00","Thane",267,"CYBERCRIME",72,"F","Poison","Other Crime",14,"No",NA,"2023"
34556,2023-12-11 17:00:00,2023-10-12 19:00:00,"03:49:00","Chennai",172,"EXTORTION",14,"F","None","Other Crime",19,"No",NA,"2023"
34557,2023-12-13 15:00:00,2023-10-12 20:00:00,"20:35:00","Jaipur",272,"SEXUAL ASSAULT",27,"F","Explosives","Violent Crime",8,"Yes",2025-01-16 15:00:00,"2023"
34558,2023-12-11 18:00:00,2023-10-12 21:00:00,"16:33:00","Mumbai",325,"SEXUAL ASSAULT",52,"F","None","Violent Crime",18,"Yes",2025-01-18 18:00:00,"2023"
34559,2023-12-13 14:00:00,2023-10-12 22:00:00,"05:49:00","Mumbai",573,"TRAFFIC VIOLATION",11,"F","Poison","Traffic Fatality",16,"Yes",2024-01-07 14:00:00,"2023"
34560,2023-12-11 19:00:00,2023-10-12 23:00:00,"06:55:00","Bangalore",192,"EXTORTION",22,"F","Poison","Other Crime",13,"No",NA,"2023"
34561,2023-12-12 18:00:00,2023-11-12,"01:06:00","Patna",371,"VANDALISM",54,"F","Firearm","Other Crime",8,"No",NA,"2023"
34562,2023-12-13 08:00:00,2023-11-12 01:00:00,"04:27:00","Hyderabad",593,"FRAUD",44,"M","Knife","Other Crime",15,"Yes",2024-01-10 08:00:00,"2023"
34563,2023-12-13 01:00:00,2023-11-12 02:00:00,"20:22:00","Hyderabad",528,"KIDNAPPING",12,"M","Knife","Other Crime",7,"Yes",2024-02-19 01:00:00,"2023"
34564,2023-12-12 03:00:00,2023-11-12 03:00:00,"08:58:00","Chennai",313,"DRUG OFFENSE",44,"F","Firearm","Other Crime",14,"Yes",2023-12-31 03:00:00,"2023"
34565,2023-12-11 06:00:00,2023-11-12 04:00:00,"15:03:00","Hyderabad",409,"VANDALISM",21,"F","Poison","Other Crime",14,"No",NA,"2023"
34566,2023-12-13 08:00:00,2023-11-12 05:00:00,"14:00:00","Faridabad",436,"HOMICIDE",57,"F","Explosives","Other Crime",18,"No",NA,"2023"
34567,2023-12-12 19:00:00,2023-11-12 06:00:00,"17:57:00","Mumbai",370,"IDENTITY THEFT",63,"F","Other","Violent Crime",9,"Yes",2024-01-06 19:00:00,"2023"
34568,2023-12-12 02:00:00,2023-11-12 07:00:00,"20:40:00","Hyderabad",231,"KIDNAPPING",18,"M","Poison","Other Crime",3,"Yes",2024-01-29 02:00:00,"2023"
34569,2023-12-13 02:00:00,2023-11-12 08:00:00,"18:47:00","Mumbai",134,"VANDALISM",76,"M","Firearm","Other Crime",9,"No",NA,"2023"
34570,2023-12-11 13:00:00,2023-11-12 09:00:00,"12:25:00","Mumbai",489,"COUNTERFEITING",50,"F","Other","Other Crime",14,"No",NA,"2023"
34571,2023-12-12 10:00:00,2023-11-12 10:00:00,"19:35:00","Kolkata",524,"DOMESTIC VIOLENCE",18,"F","Blunt Object","Violent Crime",15,"Yes",2023-12-31 10:00:00,"2023"
34572,2023-12-12 10:00:00,2023-11-12 11:00:00,"20:02:00","Chennai",528,"ROBBERY",62,"F","Knife","Violent Crime",1,"Yes",2024-01-27 10:00:00,"2023"
34573,2023-12-12 17:00:00,2023-11-12 12:00:00,"10:40:00","Kolkata",323,"KIDNAPPING",63,"M","Other","Other Crime",7,"Yes",2024-01-23 17:00:00,"2023"
34574,2023-12-13 14:00:00,2023-11-12 13:00:00,"03:44:00","Delhi",137,"BURGLARY",26,"M","Firearm","Other Crime",6,"No",NA,"2023"
34575,2023-12-14 11:00:00,2023-11-12 14:00:00,"08:39:00","Mumbai",564,"KIDNAPPING",33,"F","Poison","Other Crime",11,"Yes",2024-02-07 11:00:00,"2023"
34576,2023-12-12 17:00:00,2023-11-12 15:00:00,"00:07:00","Meerut",348,"FRAUD",53,"F","Knife","Other Crime",6,"Yes",2024-03-06 17:00:00,"2023"
34577,2023-12-14 04:00:00,2023-11-12 16:00:00,"17:03:00","Delhi",540,"COUNTERFEITING",28,"F","Blunt Object","Other Crime",13,"No",NA,"2023"
34578,2023-12-12 04:00:00,2023-11-12 17:00:00,"09:10:00","Kolkata",314,"FRAUD",69,"F","Blunt Object","Other Crime",11,"Yes",2024-01-31 04:00:00,"2023"
34579,2023-12-12 09:00:00,2023-11-12 18:00:00,"17:33:00","Pune",344,"ROBBERY",12,"F","Knife","Violent Crime",10,"No",NA,"2023"
34580,2023-12-13 17:00:00,2023-11-12 19:00:00,"07:00:00","Chennai",463,"BURGLARY",78,"M","Explosives","Other Crime",7,"No",NA,"2023"
34581,2023-12-13 22:00:00,2023-11-12 20:00:00,"15:36:00","Hyderabad",364,"CYBERCRIME",41,"F","Explosives","Other Crime",5,"Yes",2024-03-11 22:00:00,"2023"
34582,2023-12-13 15:00:00,2023-11-12 21:00:00,"20:45:00","Nagpur",150,"EXTORTION",51,"M","Poison","Other Crime",16,"No",NA,"2023"
34583,2023-12-14 11:00:00,2023-11-12 22:00:00,"04:22:00","Delhi",353,"TRAFFIC VIOLATION",15,"M","Explosives","Traffic Fatality",1,"Yes",2024-01-01 11:00:00,"2023"
34584,2023-12-14 03:00:00,2023-11-12 23:00:00,"05:25:00","Ahmedabad",450,"FIREARM OFFENSE",33,"F","Knife","Fire Accident",6,"No",NA,"2023"
34585,2023-12-14 19:00:00,2023-12-12,"13:05:00","Bangalore",556,"ILLEGAL POSSESSION",25,"F","Blunt Object","Other Crime",8,"No",NA,"2023"
34586,2023-12-14 11:00:00,2023-12-12 01:00:00,"03:02:00","Lucknow",510,"SEXUAL ASSAULT",49,"F","Knife","Violent Crime",5,"Yes",2025-10-20 11:00:00,"2023"
34587,2023-12-13 03:00:00,2023-12-12 02:00:00,"09:14:00","Jaipur",334,"DRUG OFFENSE",51,"M","Firearm","Other Crime",4,"No",NA,"2023"
34588,2023-12-14 09:00:00,2023-12-12 03:00:00,"20:15:00","Pune",119,"CYBERCRIME",22,"M","Knife","Other Crime",14,"No",NA,"2023"
34589,2023-12-12 22:00:00,2023-12-12 04:00:00,"19:11:00","Bangalore",438,"ARSON",40,"M","Firearm","Fire Accident",6,"No",NA,"2023"
34590,2023-12-14 07:00:00,2023-12-12 05:00:00,"00:42:00","Chennai",164,"BURGLARY",36,"F","Blunt Object","Other Crime",12,"Yes",2024-02-25 07:00:00,"2023"
34591,2023-12-12 08:00:00,2023-12-12 06:00:00,"17:32:00","Delhi",448,"ROBBERY",18,"F","Blunt Object","Violent Crime",10,"Yes",2024-05-28 08:00:00,"2023"
34592,2023-12-14 23:00:00,2023-12-12 07:00:00,"07:18:00","Kolkata",298,"ASSAULT",70,"M","Poison","Violent Crime",1,"No",NA,"2023"
34593,2023-12-14 07:00:00,2023-12-12 08:00:00,"08:42:00","Mumbai",480,"FIREARM OFFENSE",69,"F","None","Fire Accident",18,"No",NA,"2023"
34594,2023-12-13 03:00:00,2023-12-12 09:00:00,"06:00:00","Pune",243,"ASSAULT",55,"F","Other","Violent Crime",8,"Yes",2024-02-25 03:00:00,"2023"
34595,2023-12-14 17:00:00,2023-12-12 10:00:00,"14:27:00","Bangalore",576,"SHOPLIFTING",63,"M","Poison","Other Crime",2,"No",NA,"2023"
34596,2023-12-13 08:00:00,2023-12-12 11:00:00,"01:06:00","Mumbai",532,"PUBLIC INTOXICATION",13,"F","Poison","Other Crime",19,"Yes",2024-01-04 08:00:00,"2023"
34597,2023-12-14 12:00:00,2023-12-12 12:00:00,"20:40:00","Srinagar",448,"FIREARM OFFENSE",26,"F","Knife","Fire Accident",15,"Yes",2024-01-11 12:00:00,"2023"
34598,2023-12-15 12:00:00,2023-12-12 13:00:00,"19:10:00","Hyderabad",476,"ROBBERY",69,"F","Knife","Violent Crime",19,"No",NA,"2023"
34599,2023-12-13 17:00:00,2023-12-12 14:00:00,"20:19:00","Pune",489,"VANDALISM",44,"F","Firearm","Other Crime",15,"Yes",2024-03-10 17:00:00,"2023"
34600,2023-12-13 12:00:00,2023-12-12 15:00:00,"03:01:00","Kolkata",322,"ROBBERY",12,"F","Explosives","Violent Crime",14,"Yes",2024-04-03 12:00:00,"2023"
34601,2023-12-15 07:00:00,2023-12-12 16:00:00,"17:27:00","Kanpur",207,"VEHICLE - STOLEN",12,"F","Blunt Object","Violent Crime",1,"Yes",2024-01-12 07:00:00,"2023"
34602,2023-12-14 01:00:00,2023-12-12 17:00:00,"16:32:00","Bangalore",185,"TRAFFIC VIOLATION",78,"M","Knife","Traffic Fatality",7,"No",NA,"2023"
34603,2023-12-12 20:00:00,2023-12-12 18:00:00,"05:47:00","Mumbai",323,"IDENTITY THEFT",53,"F","Other","Violent Crime",3,"No",NA,"2023"
34604,2023-12-12 21:00:00,2023-12-12 19:00:00,"13:10:00","Kolkata",504,"SHOPLIFTING",78,"F","Explosives","Other Crime",10,"No",NA,"2023"
34605,2023-12-14 14:00:00,2023-12-12 20:00:00,"13:53:00","Mumbai",234,"FIREARM OFFENSE",61,"F","None","Fire Accident",6,"Yes",2024-02-08 14:00:00,"2023"
34606,2023-12-14 01:00:00,2023-12-12 21:00:00,"07:48:00","Lucknow",244,"SEXUAL ASSAULT",55,"F","Explosives","Violent Crime",11,"No",NA,"2023"
34607,2023-12-14 22:00:00,2023-12-12 22:00:00,"15:49:00","Kanpur",578,"FIREARM OFFENSE",37,"M","Blunt Object","Fire Accident",16,"Yes",2024-01-29 22:00:00,"2023"
34608,2023-12-15 08:00:00,2023-12-12 23:00:00,"06:58:00","Mumbai",410,"ASSAULT",13,"F","Blunt Object","Violent Crime",19,"Yes",2024-02-09 08:00:00,"2023"
35065,2024-01-02 09:00:00,2024-01-01,"04:20:00","Delhi",171,"IDENTITY THEFT",27,"F","Firearm","Violent Crime",4,"No",NA,"2024"
35066,2024-01-03 10:00:00,2024-01-01 01:00:00,"13:56:00","Bangalore",330,"CYBERCRIME",46,"F","Other","Other Crime",13,"Yes",2024-03-22 10:00:00,"2024"
35067,2024-01-03 06:00:00,2024-01-01 02:00:00,"17:45:00","Chennai",233,"HOMICIDE",13,"M","Poison","Other Crime",9,"Yes",2025-12-16 06:00:00,"2024"
35068,2024-01-02 09:00:00,2024-01-01 03:00:00,"07:04:00","Ahmedabad",481,"COUNTERFEITING",71,"F","Knife","Other Crime",10,"Yes",2024-02-18 09:00:00,"2024"
35069,2024-01-02 02:00:00,2024-01-01 04:00:00,"02:07:00","Mumbai",298,"EXTORTION",39,"M","Blunt Object","Other Crime",10,"Yes",2024-03-21 02:00:00,"2024"
35070,2024-01-02 19:00:00,2024-01-01 05:00:00,"01:46:00","Chennai",198,"FIREARM OFFENSE",51,"F","Poison","Fire Accident",1,"No",NA,"2024"
35071,2024-01-03 14:00:00,2024-01-01 06:00:00,"11:24:00","Lucknow",287,"SEXUAL ASSAULT",50,"M","Firearm","Violent Crime",9,"Yes",2025-09-11 14:00:00,"2024"
35072,2024-01-03 17:00:00,2024-01-01 07:00:00,"09:04:00","Ahmedabad",270,"ASSAULT",27,"M","Knife","Violent Crime",9,"Yes",2024-01-27 17:00:00,"2024"
35073,2024-01-02 08:00:00,2024-01-01 08:00:00,"15:09:00","Pune",282,"VANDALISM",60,"F","Blunt Object","Other Crime",17,"Yes",2024-01-20 08:00:00,"2024"
35074,2024-01-02 20:00:00,2024-01-01 09:00:00,"04:41:00","Surat",174,"FIREARM OFFENSE",69,"M","Firearm","Fire Accident",18,"Yes",2024-03-07 20:00:00,"2024"
35075,2024-01-03 23:00:00,2024-01-01 10:00:00,"21:45:00","Agra",372,"IDENTITY THEFT",20,"M","None","Violent Crime",2,"No",NA,"2024"
35076,2024-01-03 05:00:00,2024-01-01 11:00:00,"06:14:00","Hyderabad",511,"KIDNAPPING",19,"F","Knife","Other Crime",6,"No",NA,"2024"
35077,2024-01-02 08:00:00,2024-01-01 12:00:00,"03:38:00","Pune",375,"FRAUD",45,"M","Poison","Other Crime",6,"No",NA,"2024"
35078,2024-01-03 02:00:00,2024-01-01 13:00:00,"07:09:00","Ghaziabad",346,"VEHICLE - STOLEN",57,"M","Knife","Violent Crime",19,"Yes",2024-02-04 02:00:00,"2024"
35079,2024-01-04 07:00:00,2024-01-01 14:00:00,"20:33:00","Ghaziabad",467,"HOMICIDE",10,"M","Knife","Other Crime",1,"Yes",2024-08-02 07:00:00,"2024"
35080,2024-01-04 09:00:00,2024-01-01 15:00:00,"20:25:00","Kanpur",554,"PUBLIC INTOXICATION",70,"F","Poison","Other Crime",10,"Yes",2024-01-29 09:00:00,"2024"
35081,2024-01-03 04:00:00,2024-01-01 16:00:00,"23:11:00","Kolkata",502,"SHOPLIFTING",68,"F","Explosives","Other Crime",9,"Yes",2024-03-08 04:00:00,"2024"
35082,2024-01-03 01:00:00,2024-01-01 17:00:00,"13:58:00","Hyderabad",296,"FRAUD",57,"F","Knife","Other Crime",10,"Yes",2024-02-12 01:00:00,"2024"
35083,2024-01-03 16:00:00,2024-01-01 18:00:00,"01:27:00","Delhi",267,"DRUG OFFENSE",36,"M","Poison","Other Crime",15,"Yes",2024-02-22 16:00:00,"2024"
35084,2024-01-03 09:00:00,2024-01-01 19:00:00,"07:14:00","Bangalore",351,"ASSAULT",10,"M","Blunt Object","Violent Crime",8,"No",NA,"2024"
35085,2024-01-03 17:00:00,2024-01-01 20:00:00,"03:34:00","Lucknow",115,"DOMESTIC VIOLENCE",50,"M","Blunt Object","Violent Crime",7,"Yes",2024-01-20 17:00:00,"2024"
35086,2024-01-03 12:00:00,2024-01-01 21:00:00,"13:06:00","Kolkata",289,"BURGLARY",39,"F","Explosives","Other Crime",17,"Yes",2024-03-16 12:00:00,"2024"
35087,2024-01-03 21:00:00,2024-01-01 22:00:00,"19:11:00","Ahmedabad",196,"SHOPLIFTING",71,"M","Knife","Other Crime",10,"No",NA,"2024"
35088,2024-01-04 16:00:00,2024-01-01 23:00:00,"05:55:00","Bangalore",393,"KIDNAPPING",54,"F","Other","Other Crime",9,"Yes",2024-02-25 16:00:00,"2024"
35089,2024-01-04 13:00:00,2024-02-01,"21:37:00","Varanasi",574,"ARSON",79,"M","None","Fire Accident",17,"No",NA,"2024"
35090,2024-01-03 09:00:00,2024-02-01 01:00:00,"01:18:00","Kolkata",536,"KIDNAPPING",29,"F","None","Other Crime",9,"Yes",2024-01-10 09:00:00,"2024"
35091,2024-01-03 01:00:00,2024-02-01 02:00:00,"23:05:00","Hyderabad",462,"COUNTERFEITING",72,"M","Other","Other Crime",17,"No",NA,"2024"
35092,2024-01-03 04:00:00,2024-02-01 03:00:00,"17:13:00","Kolkata",253,"TRAFFIC VIOLATION",64,"M","Knife","Traffic Fatality",12,"Yes",2024-01-14 04:00:00,"2024"
35093,2024-01-02 08:00:00,2024-02-01 04:00:00,"15:32:00","Pune",250,"ILLEGAL POSSESSION",10,"F","Explosives","Other Crime",2,"Yes",2024-02-21 08:00:00,"2024"
35094,2024-01-04 22:00:00,2024-02-01 05:00:00,"04:15:00","Mumbai",269,"ARSON",27,"F","Blunt Object","Fire Accident",6,"Yes",2024-03-18 22:00:00,"2024"
35095,2024-01-04 01:00:00,2024-02-01 06:00:00,"18:41:00","Ludhiana",145,"IDENTITY THEFT",56,"F","Other","Violent Crime",10,"No",NA,"2024"
35096,2024-01-03 06:00:00,2024-02-01 07:00:00,"07:33:00","Kanpur",274,"IDENTITY THEFT",56,"M","Knife","Violent Crime",18,"No",NA,"2024"
35097,2024-01-04 15:00:00,2024-02-01 08:00:00,"11:21:00","Mumbai",529,"IDENTITY THEFT",26,"F","None","Violent Crime",13,"No",NA,"2024"
35098,2024-01-04 05:00:00,2024-02-01 09:00:00,"14:43:00","Bangalore",574,"SHOPLIFTING",21,"M","Explosives","Other Crime",19,"No",NA,"2024"
35099,2024-01-04 19:00:00,2024-02-01 10:00:00,"16:43:00","Kolkata",335,"KIDNAPPING",41,"F","Knife","Other Crime",13,"Yes",2024-01-21 19:00:00,"2024"
35100,2024-01-02 17:00:00,2024-02-01 11:00:00,"06:51:00","Pune",572,"VEHICLE - STOLEN",48,"M","Knife","Violent Crime",1,"Yes",2024-03-16 17:00:00,"2024"
35101,2024-01-05,2024-02-01 12:00:00,"08:51:00","Agra",496,"COUNTERFEITING",63,"M","Firearm","Other Crime",7,"No",NA,"2024"
35102,2024-01-04 11:00:00,2024-02-01 13:00:00,"21:19:00","Mumbai",143,"ASSAULT",70,"M","Blunt Object","Violent Crime",5,"Yes",2024-03-07 11:00:00,"2024"
35103,2024-01-05,2024-02-01 14:00:00,"14:30:00","Bhopal",223,"KIDNAPPING",68,"F","Explosives","Other Crime",2,"Yes",2024-02-07,"2024"
35104,2024-01-05 02:00:00,2024-02-01 15:00:00,"21:17:00","Kolkata",419,"IDENTITY THEFT",62,"F","Other","Violent Crime",10,"No",NA,"2024"
35105,2024-01-04,2024-02-01 16:00:00,"09:26:00","Delhi",502,"ASSAULT",71,"F","Firearm","Violent Crime",5,"No",NA,"2024"
35106,2024-01-02 22:00:00,2024-02-01 17:00:00,"10:33:00","Kolkata",509,"ASSAULT",28,"F","Explosives","Violent Crime",11,"No",NA,"2024"
35107,2024-01-04 01:00:00,2024-02-01 18:00:00,"21:35:00","Chennai",261,"BURGLARY",70,"F","Knife","Other Crime",13,"No",NA,"2024"
35108,2024-01-05 15:00:00,2024-02-01 19:00:00,"21:29:00","Mumbai",568,"ARSON",74,"F","Other","Fire Accident",13,"No",NA,"2024"
35109,2024-01-05 13:00:00,2024-02-01 20:00:00,"10:23:00","Patna",251,"PUBLIC INTOXICATION",54,"M","Firearm","Other Crime",4,"Yes",2024-01-18 13:00:00,"2024"
35110,2024-01-04 05:00:00,2024-02-01 21:00:00,"03:10:00","Delhi",280,"IDENTITY THEFT",65,"M","None","Violent Crime",19,"No",NA,"2024"
35111,2024-01-04 15:00:00,2024-02-01 22:00:00,"12:45:00","Delhi",414,"SEXUAL ASSAULT",28,"F","Knife","Violent Crime",1,"Yes",2025-02-10 15:00:00,"2024"
35112,2024-01-04 15:00:00,2024-02-01 23:00:00,"06:53:00","Pune",554,"DOMESTIC VIOLENCE",24,"F","None","Violent Crime",10,"Yes",2024-02-26 15:00:00,"2024"
35113,2024-01-03 19:00:00,2024-03-01,"06:18:00","Bhopal",351,"PUBLIC INTOXICATION",47,"F","Knife","Other Crime",11,"Yes",2024-01-04 19:00:00,"2024"
35114,2024-01-03 14:00:00,2024-03-01 01:00:00,"06:40:00","Delhi",321,"BURGLARY",25,"F","Firearm","Other Crime",7,"No",NA,"2024"
35115,2024-01-04 16:00:00,2024-03-01 02:00:00,"03:55:00","Mumbai",109,"SEXUAL ASSAULT",35,"M","Blunt Object","Violent Crime",6,"No",NA,"2024"
35116,2024-01-03 06:00:00,2024-03-01 03:00:00,"22:05:00","Mumbai",369,"SEXUAL ASSAULT",41,"M","Firearm","Violent Crime",13,"Yes",2025-03-27 06:00:00,"2024"
35117,2024-01-05 21:00:00,2024-03-01 04:00:00,"08:01:00","Kolkata",257,"ASSAULT",53,"F","Explosives","Violent Crime",19,"No",NA,"2024"
35118,2024-01-04 08:00:00,2024-03-01 05:00:00,"04:02:00","Delhi",569,"VEHICLE - STOLEN",33,"F","Other","Violent Crime",4,"No",NA,"2024"
35119,2024-01-05 04:00:00,2024-03-01 06:00:00,"18:48:00","Kanpur",221,"ASSAULT",60,"M","Other","Violent Crime",18,"No",NA,"2024"
35120,2024-01-04 11:00:00,2024-03-01 07:00:00,"19:26:00","Pune",319,"IDENTITY THEFT",26,"F","None","Violent Crime",18,"No",NA,"2024"
35121,2024-01-04,2024-03-01 08:00:00,"12:18:00","Jaipur",396,"DRUG OFFENSE",34,"F","Firearm","Other Crime",3,"Yes",2024-03-25,"2024"
35122,2024-01-03 11:00:00,2024-03-01 09:00:00,"05:06:00","Kolkata",215,"TRAFFIC VIOLATION",78,"M","Blunt Object","Traffic Fatality",11,"No",NA,"2024"
35123,2024-01-05 15:00:00,2024-03-01 10:00:00,"18:03:00","Mumbai",374,"SEXUAL ASSAULT",18,"F","Knife","Violent Crime",10,"Yes",2025-06-05 15:00:00,"2024"
35124,2024-01-06,2024-03-01 11:00:00,"01:27:00","Lucknow",432,"ROBBERY",12,"F","Firearm","Violent Crime",1,"No",NA,"2024"
35125,2024-01-04 09:00:00,2024-03-01 12:00:00,"00:18:00","Chennai",389,"FRAUD",57,"F","None","Other Crime",3,"No",NA,"2024"
35126,2024-01-06 05:00:00,2024-03-01 13:00:00,"05:34:00","Pune",211,"ILLEGAL POSSESSION",27,"F","Knife","Other Crime",1,"Yes",2024-03-03 05:00:00,"2024"
35127,2024-01-04 07:00:00,2024-03-01 14:00:00,"11:22:00","Bangalore",146,"ARSON",19,"F","Other","Fire Accident",4,"Yes",2024-03-22 07:00:00,"2024"
35128,2024-01-06 10:00:00,2024-03-01 15:00:00,"07:38:00","Mumbai",580,"FRAUD",31,"F","Explosives","Other Crime",19,"Yes",2024-03-16 10:00:00,"2024"
35129,2024-01-04 05:00:00,2024-03-01 16:00:00,"23:09:00","Mumbai",107,"HOMICIDE",76,"M","Blunt Object","Other Crime",8,"Yes",2025-03-18 05:00:00,"2024"
35130,2024-01-05 15:00:00,2024-03-01 17:00:00,"17:13:00","Kolkata",133,"CYBERCRIME",76,"F","Other","Other Crime",18,"No",NA,"2024"
35131,2024-01-06 16:00:00,2024-03-01 18:00:00,"17:32:00","Indore",522,"VANDALISM",79,"F","None","Other Crime",19,"Yes",2024-03-28 16:00:00,"2024"
35132,2024-01-06 17:00:00,2024-03-01 19:00:00,"05:38:00","Kolkata",149,"VEHICLE - STOLEN",52,"F","Explosives","Violent Crime",9,"Yes",2024-03-05 17:00:00,"2024"
35133,2024-01-05 14:00:00,2024-03-01 20:00:00,"23:39:00","Delhi",176,"IDENTITY THEFT",52,"F","Other","Violent Crime",1,"No",NA,"2024"
35134,2024-01-04 15:00:00,2024-03-01 21:00:00,"03:15:00","Lucknow",415,"EXTORTION",60,"F","Blunt Object","Other Crime",19,"No",NA,"2024"
35135,2024-01-04 21:00:00,2024-03-01 22:00:00,"05:08:00","Ludhiana",254,"ILLEGAL POSSESSION",19,"F","Blunt Object","Other Crime",12,"No",NA,"2024"
35136,2024-01-06 18:00:00,2024-03-01 23:00:00,"08:54:00","Kanpur",520,"SHOPLIFTING",79,"M","Explosives","Other Crime",4,"No",NA,"2024"
35137,2024-01-05 19:00:00,2024-04-01,"01:39:00","Jaipur",594,"ROBBERY",47,"F","Blunt Object","Violent Crime",17,"Yes",2024-03-17 19:00:00,"2024"
35138,2024-01-05 07:00:00,2024-04-01 01:00:00,"05:12:00","Ahmedabad",483,"VEHICLE - STOLEN",46,"F","None","Violent Crime",15,"No",NA,"2024"
35139,2024-01-04 09:00:00,2024-04-01 02:00:00,"23:08:00","Jaipur",178,"VEHICLE - STOLEN",69,"M","None","Violent Crime",13,"No",NA,"2024"
35140,2024-01-05 05:00:00,2024-04-01 03:00:00,"04:02:00","Delhi",344,"ROBBERY",28,"F","Poison","Violent Crime",9,"No",NA,"2024"
35141,2024-01-06 08:00:00,2024-04-01 04:00:00,"22:50:00","Mumbai",101,"TRAFFIC VIOLATION",40,"M","None","Traffic Fatality",5,"Yes",2024-01-16 08:00:00,"2024"
35142,2024-01-06 04:00:00,2024-04-01 05:00:00,"19:22:00","Kolkata",109,"KIDNAPPING",38,"F","Firearm","Other Crime",11,"No",NA,"2024"
35143,2024-01-05 11:00:00,2024-04-01 06:00:00,"13:31:00","Ludhiana",287,"ASSAULT",28,"F","Poison","Violent Crime",9,"Yes",2024-03-14 11:00:00,"2024"
35144,2024-01-05 09:00:00,2024-04-01 07:00:00,"16:52:00","Srinagar",347,"PUBLIC INTOXICATION",39,"F","Knife","Other Crime",8,"Yes",2024-01-21 09:00:00,"2024"
35145,2024-01-06 20:00:00,2024-04-01 08:00:00,"18:35:00","Nagpur",368,"COUNTERFEITING",63,"F","Poison","Other Crime",2,"Yes",2024-02-22 20:00:00,"2024"
35146,2024-01-07 04:00:00,2024-04-01 09:00:00,"06:43:00","Meerut",360,"ARSON",72,"M","Firearm","Fire Accident",4,"No",NA,"2024"
35147,2024-01-06,2024-04-01 10:00:00,"23:14:00","Delhi",249,"HOMICIDE",19,"F","Blunt Object","Other Crime",11,"No",NA,"2024"
35148,2024-01-06 17:00:00,2024-04-01 11:00:00,"19:18:00","Mumbai",347,"SHOPLIFTING",59,"M","Explosives","Other Crime",16,"Yes",2024-03-01 17:00:00,"2024"
